Order ID,Date,Region,Salesperson,Category,Product,Units Sold,Unit Price,Revenue,Discount,Profit
ORD654100,4/4/2024,East,Emmanuel,Clothing,Jacket,14,745.18,10432.52,0.23,5342.39
ORD391290,11/3/2023,West,Josephine,Clothing,Jacket,1,1416.78,1416.78,0.29,784.91
ORD292839,5/7/2025,North,Anita,Furniture,Chair,6,44.31,265.86,0.01,176.23
ORD415145,4/24/2024,West,Daniel,Groceries,Milk,25,234.52,5863,0.21,2938.97
ORD223908,12/8/2025,West,Josephine,Furniture,Sofa,2,16.6,33.2,0.08,26.66
ORD489958,6/10/2023,North,Anita,Electronics,Tablet,6,781.07,4686.42,0.1,3421.15
ORD890266,5/2/2024,East,Grace,Electronics,Tablet,36,649.75,23391,0.18,12383.6
ORD763567,12/24/2024,South,Priscilla,Clothing,Dress,47,1332.43,62624.21,0.08,43938.05
ORD431503,5/23/2024,South,Stephen,Groceries,Oil,50,1018.45,50922.5,0.06,29720.04
ORD326727,5/2/2024,East,Priscilla,Groceries,Oil,40,954.78,38191.2,0.29,16312.7
ORD894685,1/23/2024,East,Stephen,Groceries,Bread,29,1687.69,48943.01,0.21,26406.74
ORD734545,5/5/2024,West,Grace,Stationery,Notebook,3,1770.13,5310.39,0.27,2451.81
ORD425978,5/14/2023,East,Emmanuel,Stationery,Pen,3,435.76,1307.28,0.04,873.62
ORD821154,12/2/2025,North,Kwame,Groceries,Bread,44,1484.9,65335.6,0.14,40336.83
ORD576181,3/20/2025,East,Josephine,Electronics,Smartphone,50,11.08,554,0.24,358.51
ORD719090,7/18/2025,North,Yaw,Clothing,Jacket,32,1726.51,55248.32,0.02,39477.65
ORD561038,9/23/2025,East,Evelyn,Clothing,T-shirt,34,1857.41,63151.94,0.13,35033.55
ORD997306,5/6/2025,East,Stephen,Stationery,Pen,28,1139.01,31892.28,0.25,15720.24
ORD998197,12/23/2024,East,Priscilla,Furniture,Cabinet,43,1621.17,69710.31,0.12,52530.83
ORD291577,8/16/2023,West,Evelyn,Furniture,Sofa,15,1692.58,25388.7,0.12,18530.1
ORD895996,5/10/2024,South,Grace,Stationery,Pen,44,1104.68,48605.92,0.28,22929.86
ORD112977,3/13/2024,South,Sarah,Electronics,Camera,35,198.06,6932.1,0.03,4524.43
ORD884966,12/15/2025,South,Michael,Clothing,Jeans,14,404.9,5668.6,0.18,4125.99
ORD921497,8/18/2023,North,Anita,Stationery,Notebook,43,1641.89,70601.27,0.12,42555.36
ORD374497,1/10/2025,West,Grace,Furniture,Sofa,44,1690.35,74375.4,0.11,44728.84
ORD672799,4/16/2023,North,Emmanuel,Furniture,Chair,24,1471.54,35316.96,0.27,16383.03
ORD661429,1/14/2024,West,Yaw,Electronics,Tablet,18,1715.25,30874.5,0.2,15863.32
ORD594543,9/19/2025,East,Emmanuel,Clothing,Dress,38,411.09,15621.42,0.16,11507.01
ORD514537,1/17/2023,East,Daniel,Clothing,Dress,39,380.67,14846.13,0.25,7575.76
ORD192600,5/17/2024,North,Emmanuel,Groceries,Bread,19,1566.18,29757.42,0.03,23092.03
ORD984102,5/15/2024,East,Grace,Clothing,Jacket,7,1463.55,10244.85,0.28,6372.33
ORD959790,10/10/2025,West,Josephine,Stationery,Notebook,33,1317.02,43461.66,0.19,22575.98
ORD148991,2/21/2023,North,Ama,Groceries,Rice,16,502.1,8033.6,0.05,5790.35
ORD760304,8/14/2025,West,Josephine,Groceries,Oil,5,1131.67,5658.35,0.02,3694.97
ORD417819,2/24/2023,North,Grace,Clothing,Jeans,39,671.89,26203.71,0.25,16306.24
ORD893808,8/9/2024,North,Ama,Clothing,Jacket,7,208.87,1462.09,0,1192.88
ORD580181,2/16/2024,East,Anita,Stationery,Notebook,49,1771.6,86808.4,0.06,70092.56
ORD917934,11/5/2025,West,Ama,Clothing,T-shirt,3,354.68,1064.04,0.11,644.3
ORD546692,10/28/2025,West,Yaw,Electronics,Smartphone,28,1959.99,54879.72,0.2,30730.05
ORD312527,10/6/2023,North,Kofi,Electronics,Laptop,48,1199.49,57575.52,0.01,36114.7
ORD476063,10/28/2024,West,Anita,Clothing,T-shirt,33,23.99,791.67,0.21,514.18
ORD301866,11/26/2024,West,Emmanuel,Electronics,Smartphone,20,1572.99,31459.8,0.19,20773.49
ORD261346,10/7/2025,East,Josephine,Clothing,T-shirt,17,1806.71,30714.07,0.15,21411.73
ORD537373,4/21/2025,South,Emmanuel,Electronics,Laptop,2,414.09,828.18,0.3,411.58
ORD895322,8/5/2024,South,Yaw,Electronics,Smartphone,13,1280.31,16644.03,0.25,9531.18
ORD535420,7/30/2023,North,Evelyn,Furniture,Cabinet,12,282.82,3393.84,0.13,2401.22
ORD974212,11/21/2025,North,Yaw,Stationery,Notebook,15,633,9495,0.17,6442.19
ORD597041,11/8/2025,West,Kofi,Clothing,T-shirt,43,781,33583,0.17,19873.6
ORD388137,11/1/2023,South,Ama,Groceries,Rice,39,792.12,30892.68,0.05,25558.31
ORD577771,1/6/2024,West,Yaw,Electronics,Smartphone,37,98.1,3629.7,0.15,1943.79
ORD492359,5/23/2023,East,Grace,Groceries,Oil,37,901.69,33362.53,0.02,22290.99
ORD249697,6/1/2025,South,Josephine,Furniture,Cabinet,17,686.86,11676.62,0.24,6245.99
ORD779651,10/17/2023,East,Stephen,Furniture,Desk,43,35.43,1523.49,0.2,959.33
ORD758807,5/10/2024,South,Daniel,Groceries,Rice,36,106.25,3825,0.26,1903.16
ORD556365,9/26/2024,North,Daniel,Groceries,Bread,14,1631.74,22844.36,0.16,15538.43
ORD971367,10/13/2023,West,Josephine,Groceries,Bread,43,1228.48,52824.64,0.12,30616.29
ORD147077,3/23/2023,East,Daniel,Groceries,Rice,15,1068.08,16021.2,0.27,7805.01
ORD941855,9/9/2025,North,Kofi,Clothing,Jacket,33,1605.1,52968.3,0.26,23717
ORD252284,8/30/2025,East,Sarah,Electronics,Camera,11,526.27,5788.97,0.21,3220.14
ORD666071,5/23/2023,East,Michael,Electronics,Camera,49,1702.48,83421.52,0.13,54585.96
ORD238957,11/16/2025,North,Grace,Electronics,Tablet,19,559.52,10630.88,0.18,7725.44
ORD510853,7/19/2023,West,Ama,Furniture,Chair,4,1476.87,5907.48,0.03,4173.47
ORD446735,1/16/2023,West,Stephen,Clothing,Jacket,4,1243.61,4974.44,0.14,2663.34
ORD770072,12/2/2023,South,Daniel,Groceries,Bread,48,654.44,31413.12,0.11,20920.21
ORD346099,11/14/2023,West,Evelyn,Stationery,Marker,25,324.79,8119.75,0.09,5412.83
ORD428532,3/4/2024,South,Emmanuel,Stationery,Marker,30,1944.48,58334.4,0.1,34878.48
ORD920184,1/26/2023,North,Evelyn,Stationery,Pen,2,177.95,355.9,0.17,230.74
ORD781221,5/5/2023,West,Priscilla,Electronics,Smartphone,2,1896.05,3792.1,0.02,2626.14
ORD954748,9/7/2023,North,Daniel,Clothing,Dress,48,1717.55,82442.4,0.16,42762.82
ORD663705,5/1/2024,West,Emmanuel,Electronics,Tablet,42,1513.14,63551.88,0.1,44579.13
ORD449196,12/4/2024,West,Stephen,Electronics,Laptop,23,1772.09,40758.07,0.04,23886.51
ORD398295,7/31/2025,East,Sarah,Stationery,Pencil,42,669.55,28121.1,0.19,15236.74
ORD918877,9/3/2023,North,Grace,Groceries,Bread,17,1535.21,26098.57,0.16,16279.94
ORD307698,7/5/2024,North,Ama,Stationery,Pencil,42,1365.5,57351,0.06,43418.72
ORD185086,7/31/2023,West,Anita,Furniture,Chair,19,161.14,3061.66,0.16,1861.55
ORD539935,8/18/2024,West,Kwame,Stationery,Pencil,44,1902.42,83706.48,0.12,55743.83
ORD264126,8/17/2023,North,Anita,Electronics,Tablet,2,1914.26,3828.52,0.08,3063.31
ORD868458,7/26/2023,South,Josephine,Electronics,Tablet,44,1695.31,74593.64,0.04,52257.67
ORD873933,12/20/2023,North,Stephen,Stationery,Pen,31,1197.79,37131.49,0.06,26271.74
ORD888570,1/10/2024,West,Josephine,Stationery,Marker,23,841.41,19352.43,0.2,9326.38
ORD848984,4/16/2023,West,Yaw,Groceries,Bread,21,31.69,665.49,0.18,363.53
ORD158010,6/18/2025,North,Sarah,Stationery,Pen,42,1434.64,60254.88,0.03,46559.47
ORD848485,5/12/2024,North,Sarah,Furniture,Sofa,32,9.28,296.96,0,235.72
ORD411676,10/28/2024,North,Anita,Stationery,Notebook,7,1147.63,8033.41,0.26,4110.82
ORD688219,5/24/2023,West,Richard,Groceries,Milk,11,590.17,6491.87,0.19,4336.43
ORD237047,2/15/2024,West,Anita,Groceries,Rice,9,385.19,3466.71,0.22,2273.68
ORD396983,12/12/2024,North,Michael,Clothing,T-shirt,44,1843.65,81120.6,0,62174.93
ORD770429,10/2/2024,West,Grace,Clothing,Dress,46,277.64,12771.44,0.22,7847.67
ORD392183,10/16/2023,North,Kwame,Furniture,Desk,16,1502.47,24039.52,0.02,16065.15
ORD840337,10/8/2023,South,Ama,Clothing,Jeans,20,381.47,7629.4,0.06,5922
ORD539988,8/16/2023,North,Michael,Electronics,Camera,40,229.28,9171.2,0.02,6113.17
ORD185048,2/9/2023,West,Kwame,Furniture,Sofa,36,618.12,22252.32,0.02,19389.59
ORD674012,12/24/2023,North,Daniel,Electronics,Smartphone,18,1394.65,25103.7,0.23,13771.6
ORD679556,2/10/2025,South,Josephine,Stationery,Marker,6,1232.4,7394.4,0.16,3741.78
ORD921232,6/6/2023,East,Josephine,Clothing,T-shirt,44,1471.63,64751.72,0.1,40555.94
ORD782654,1/15/2024,West,Sarah,Stationery,Pen,25,1966.76,49169,0.01,33920.4
ORD593823,12/1/2025,North,Daniel,Groceries,Bread,40,930.21,37208.4,0.05,25634.9
ORD860285,5/16/2024,South,Kwame,Electronics,Camera,13,1246.01,16198.13,0.22,9839.35
ORD677219,8/4/2024,West,Richard,Clothing,Dress,41,860.77,35291.57,0.21,24149.44
ORD875591,10/20/2024,North,Sarah,Clothing,T-shirt,7,948.23,6637.61,0.28,2906.61
ORD275741,10/12/2024,East,Kofi,Groceries,Rice,9,505.44,4548.96,0.05,3554.44
ORD237876,1/17/2023,South,Kofi,Furniture,Chair,27,1962.57,52989.39,0.04,42546.66
ORD336820,7/17/2024,North,Evelyn,Clothing,T-shirt,44,1200.72,52831.68,0.23,25417.18
ORD789032,10/26/2023,South,Ama,Stationery,Marker,35,23.08,807.8,0.28,403.18
ORD754625,6/9/2024,North,Yaw,Stationery,Pen,45,920.15,41406.75,0.09,29072.26
ORD620490,8/28/2025,East,Emmanuel,Clothing,T-shirt,10,827.66,8276.6,0.19,5860.33
ORD855773,2/26/2023,West,Sarah,Furniture,Sofa,36,79.51,2862.36,0.07,1856.57
ORD497579,3/2/2024,South,Daniel,Furniture,Chair,5,480.94,2404.7,0.24,1565.1
ORD999308,1/23/2025,North,Kwame,Groceries,Milk,48,288.28,13837.44,0.18,9431.3
ORD342829,12/17/2023,East,Josephine,Electronics,Tablet,4,342.06,1368.24,0.14,909.59
ORD811559,3/5/2024,East,Sarah,Furniture,Sofa,19,426.77,8108.63,0.13,6276.38
ORD599192,7/10/2023,West,Grace,Furniture,Sofa,10,1553.16,15531.6,0.03,10684.04
ORD218038,3/5/2024,East,Evelyn,Groceries,Milk,25,766.36,19159,0.18,11622.86
ORD559607,7/3/2023,East,Evelyn,Electronics,Smartphone,23,1326.55,30510.65,0.24,18589.75
ORD914940,7/1/2023,North,Ama,Electronics,Tablet,15,1528.15,22922.25,0.15,13600.95
ORD678413,11/14/2023,West,Stephen,Clothing,Dress,42,1537.04,64555.68,0.08,44093.8
ORD719588,10/1/2024,West,Grace,Clothing,Jacket,5,1810.53,9052.65,0.14,5974.07
ORD903398,7/14/2024,South,Evelyn,Electronics,Smartphone,33,595.43,19649.19,0.23,11747.82
ORD439468,5/24/2023,West,Priscilla,Groceries,Bread,44,169.93,7476.92,0.27,4355.94
ORD182663,5/13/2024,North,Josephine,Clothing,Jeans,34,1872.85,63676.9,0.02,55577.12
ORD463800,6/16/2025,West,Kwame,Furniture,Desk,30,1635.89,49076.7,0.29,31117.99
ORD954484,5/31/2024,East,Emmanuel,Groceries,Bread,26,1093.78,28438.28,0.21,15161.98
ORD783295,7/30/2025,North,Kofi,Furniture,Chair,19,556.58,10575.02,0.15,5619.16
ORD707851,1/3/2024,South,Anita,Furniture,Chair,25,778.22,19455.5,0.12,10865.76
ORD146772,2/17/2023,South,Richard,Stationery,Pen,23,1401.85,32242.55,0.14,16690.06
ORD215654,10/11/2024,East,Evelyn,Furniture,Cabinet,40,551.9,22076,0.11,15654
ORD604860,3/15/2024,South,Kwame,Stationery,Pen,15,1279.6,19194,0.24,10224.08
ORD768965,7/22/2024,South,Richard,Stationery,Pencil,2,1969.21,3938.42,0.15,2198.64
ORD620274,10/8/2025,North,Yaw,Stationery,Marker,5,22.56,112.8,0.22,59.01
ORD649636,5/7/2023,East,Michael,Stationery,Pencil,8,1918.95,15351.6,0.14,8558.57
ORD314172,11/16/2025,North,Grace,Furniture,Sofa,28,1796.2,50293.6,0.18,31115.42
ORD106152,8/29/2024,South,Kwame,Furniture,Cabinet,28,1225.73,34320.44,0.04,24654.01
ORD740628,5/22/2024,West,Richard,Furniture,Chair,27,1766.48,47694.96,0.28,24591.61
ORD471862,4/11/2023,West,Kofi,Electronics,Smartphone,5,1851.17,9255.85,0.2,6536.48
ORD170434,2/14/2024,West,Kwame,Clothing,Jeans,8,1025.2,8201.6,0.03,6702.17
ORD205160,11/25/2024,South,Ama,Stationery,Notebook,43,1821.74,78334.82,0.07,53763.71
ORD931242,5/4/2025,West,Emmanuel,Clothing,T-shirt,31,965.23,29922.13,0.26,15225.04
ORD401308,3/26/2025,South,Josephine,Stationery,Notebook,34,1174.68,39939.12,0.25,22627.95
ORD316377,9/7/2023,North,Kwame,Groceries,Rice,34,969.16,32951.44,0.11,21531.12
ORD312677,1/28/2025,North,Josephine,Furniture,Cabinet,30,1787.91,53637.3,0.26,30046.88
ORD269677,4/18/2023,East,Kofi,Furniture,Chair,8,30.51,244.08,0.2,153.63
ORD109415,7/24/2025,West,Kwame,Groceries,Rice,13,1489.75,19366.75,0.12,13075.68
ORD470710,12/1/2023,North,Kwame,Clothing,Dress,3,146.9,440.7,0.14,296.3
ORD102622,12/19/2023,South,Anita,Groceries,Milk,10,1696.77,16967.7,0.03,11726.93
ORD347979,4/24/2024,South,Josephine,Groceries,Rice,8,1620.52,12964.16,0.17,6812.2
ORD961943,9/18/2024,West,Michael,Clothing,T-shirt,22,508.58,11188.76,0.16,6799.95
ORD540733,10/27/2025,North,Sarah,Furniture,Sofa,32,1109.82,35514.24,0.08,25025.44
ORD456903,8/28/2023,West,Richard,Electronics,Camera,2,1204.84,2409.68,0.26,1397.98
ORD120945,2/5/2025,North,Emmanuel,Electronics,Smartphone,16,1887.04,30192.64,0.27,17921.61
ORD354692,8/1/2025,West,Emmanuel,Groceries,Milk,49,27.28,1336.72,0.3,602.8
ORD853110,8/5/2023,West,Stephen,Electronics,Camera,32,423.56,13553.92,0.02,10936.28
ORD225904,1/13/2023,North,Emmanuel,Groceries,Bread,33,218.25,7202.25,0.17,3605.47
ORD219183,7/31/2024,North,Michael,Electronics,Tablet,30,903.42,27102.6,0.19,15873.09
ORD112863,11/7/2024,West,Ama,Clothing,Dress,35,277.89,9726.15,0.01,6062.51
ORD715432,2/2/2024,South,Sarah,Stationery,Pen,32,1849.59,59186.88,0.19,29195.25
ORD125416,5/7/2024,South,Evelyn,Groceries,Rice,28,1736.76,48629.28,0.2,28587.16
ORD315338,10/19/2025,East,Daniel,Groceries,Bread,11,950.53,10455.83,0.09,7762.93
ORD896451,7/21/2023,East,Ama,Electronics,Laptop,44,1267.37,55764.28,0.09,39061.81
ORD525848,10/22/2025,East,Kwame,Electronics,Tablet,44,513.11,22576.84,0.26,13188.2
ORD903087,9/24/2025,West,Ama,Groceries,Bread,35,479.17,16770.95,0.22,8510.31
ORD606130,1/5/2025,North,Stephen,Stationery,Pen,35,591.7,20709.5,0.3,12811.28
ORD994651,1/7/2024,East,Josephine,Groceries,Bread,26,97.91,2545.66,0.12,1675.07
ORD258055,7/13/2024,South,Priscilla,Furniture,Cabinet,47,615.73,28939.31,0.08,23894.43
ORD178370,6/21/2024,South,Daniel,Electronics,Smartphone,39,1898.98,74060.22,0.07,58992.58
ORD555142,9/25/2023,South,Michael,Electronics,Laptop,21,1153.42,24221.82,0.03,16522.58
ORD978132,6/11/2023,South,Emmanuel,Stationery,Pen,3,1512.21,4536.63,0.17,2567.72
ORD229772,3/9/2023,North,Kwame,Clothing,T-shirt,32,1777.45,56878.4,0.03,39156.25
ORD511196,12/31/2023,North,Grace,Groceries,Oil,17,1660.64,28230.88,0.27,15859.08
ORD779882,9/30/2023,East,Evelyn,Stationery,Pen,19,871.12,16551.28,0.01,14286.54
ORD344735,1/26/2023,South,Stephen,Electronics,Camera,38,1652.72,62803.36,0.01,55804.12
ORD829734,6/2/2024,East,Josephine,Electronics,Camera,3,1093.46,3280.38,0.06,2170.92
ORD303321,11/6/2024,East,Priscilla,Electronics,Camera,9,1325.63,11930.67,0.15,8529.33
ORD388388,10/11/2023,North,Grace,Clothing,T-shirt,6,1234.86,7409.16,0.16,4845.11
ORD909833,5/11/2024,East,Yaw,Groceries,Oil,24,555.7,13336.8,0.16,9134.32
ORD468189,8/2/2023,East,Kofi,Electronics,Smartphone,1,1888.48,1888.48,0.15,1013.25
ORD911446,3/13/2024,East,Josephine,Clothing,T-shirt,41,1933.86,79288.26,0.09,43357.81
ORD630033,9/8/2023,South,Stephen,Groceries,Bread,4,668.91,2675.64,0.04,2274.79
ORD228758,9/8/2024,North,Stephen,Electronics,Smartphone,28,260.68,7299.04,0.23,3462.14
ORD771876,3/5/2023,North,Richard,Furniture,Cabinet,40,1469.76,58790.4,0.3,25324.13
ORD573772,9/12/2025,South,Kwame,Furniture,Cabinet,40,104.38,4175.2,0.11,2969.88
ORD519440,4/12/2024,North,Kwame,Stationery,Pencil,22,1613.14,35489.08,0.02,25830.62
ORD765656,12/6/2025,West,Josephine,Clothing,Jeans,43,969.28,41679.04,0.1,32806.42
ORD412305,4/1/2025,West,Daniel,Stationery,Pencil,25,343.7,8592.5,0.29,4171.89
ORD708015,8/5/2024,North,Evelyn,Electronics,Camera,17,1963.07,33372.19,0.03,19579.49
ORD152005,9/6/2023,North,Stephen,Clothing,T-shirt,11,572.79,6300.69,0.04,5130.8
ORD777987,12/13/2025,East,Yaw,Clothing,Jeans,34,725.41,24663.94,0.02,16686.35
ORD279646,3/8/2023,South,Kofi,Furniture,Chair,45,1504.48,67701.6,0.11,45677.36
ORD152562,1/23/2023,South,Kofi,Electronics,Laptop,27,747.25,20175.75,0.19,14566.49
ORD701994,11/30/2025,North,Daniel,Groceries,Oil,7,417.23,2920.61,0.14,1553.12
ORD805803,7/29/2025,East,Daniel,Groceries,Milk,15,812.32,12184.8,0.1,8174.8
ORD681227,3/31/2024,East,Ama,Clothing,T-shirt,19,1153.65,21919.35,0.27,9708.5
ORD656231,2/22/2024,West,Sarah,Stationery,Notebook,42,721.17,30289.14,0.25,14806.56
ORD563422,8/30/2023,East,Emmanuel,Clothing,Jeans,37,169.35,6265.95,0.15,3475.2
ORD493466,3/24/2023,South,Evelyn,Clothing,Jacket,40,566.69,22667.6,0.27,13436.17
ORD429042,5/3/2025,South,Daniel,Clothing,Jeans,36,1393.48,50165.28,0.03,41351.11
ORD425521,10/20/2024,South,Richard,Groceries,Rice,37,1690.85,62561.45,0.3,32306.18
ORD561960,3/7/2025,North,Grace,Electronics,Smartphone,49,1944.69,95289.81,0.02,82234.84
ORD836895,9/23/2023,North,Ama,Furniture,Cabinet,30,1306.99,39209.7,0.14,24767.62
ORD854892,7/31/2024,West,Josephine,Stationery,Pencil,38,197.76,7514.88,0.15,5244.7
ORD666835,11/21/2023,West,Evelyn,Stationery,Notebook,24,1552.06,37249.44,0.12,26423.21
ORD505471,12/28/2025,North,Anita,Electronics,Smartphone,40,190.02,7600.8,0.28,4460.13
ORD355348,5/17/2023,South,Anita,Stationery,Pen,39,274.91,10721.49,0.13,6964.28
ORD981896,4/9/2024,West,Sarah,Electronics,Smartphone,15,1137.19,17057.85,0.15,9730.45
ORD510038,5/21/2025,North,Priscilla,Groceries,Oil,27,1184.04,31969.08,0.14,19365.34
